title,location,experience,skills,company,salary,description,posted_date
Analytics Engineer-Machine Learning,Mumbai,3-5 yrs,"SAS, Analytics, Team management, Machine learning, Forecasting...",alloys consulting Pvt. Ltd,  Not disclosed ,,58 days ago
Associate - Senior Data Scientist,Bengaluru,3-5 yrs,"SQL, Python, Risk management, Computer science, Machine learning...",JPMorgan Chase,  Not disclosed ,,58 days ago
Senior Data Engineer,Bengaluru,3-6 yrs,"Computer science, C++, Python, Data structures, Open source, Coding...",24/7 Customer,  Not disclosed ,,59 days ago
Data Scientist,Kochi,3-8 yrs,"sql, sap, api, data mining, data management, machine learning, solutions...",Reubro International,  Not disclosed ,,59 days ago
Senior Machine Learning Expert,Chennai,5-9 yrs,"AI, ML, Deep learning , Matlab, Python",GRMC Technology Solutions Pvt.Ltd,  Not disclosed ,,59 days ago
SOTWARE ENGINEER (AI / NLP) ,Kochi,3-8 yrs,"Open, Python, Algorithms, Coding, Telecommunication, Machine learning...",MJ Softtech India Pvt. Ltd.,  Not disclosed ,,35 days ago
"C++ Software Developer Noida, India",Noida,2-7 yrs,"Analytics, C++, Application development, Algorithms, Visual Studio...",DEEPR ANALYTICS,  Not disclosed ,,59 days ago
Hardware Design Engineer,Pune,3-8 yrs,"Internship, Hardware design, C++, Firmware, Debugging, Circuit designing...",hIOTron,  Not disclosed ,,59 days ago
Software Engineer,"Chennai, Coimbatore",5-10 yrs,"Linux, Python, Agile, Service, Scrum, Ruby, Project planning, JIRA...",MindMade Technologies Pvt Ltd.,  Not disclosed ,,59 days ago
Solution Architect,Pune,5-10 yrs,"Hibernate, Application support, HTTP, CMMI, Analytics, Maven, ExtJS, JPA...",Xoriant Solutions Pvt Ltd,  Not disclosed ,,59 days ago
Process Executive ,Bengaluru,1-5 yrs,"Data entry, Healthcare, US healthcare, Scheduling, Monitoring, IT services,...",Vmoksha Technologies Pvt Ltd,  Not disclosed ,,59 days ago
Senior Agile Practitioner,Noida,3-8 yrs,"Project management, Agile, HTTP, Scrum, JIRA, Machine learning, UX...",Monotype Imaging Inc,  Not disclosed ,,59 days ago
Manager/Senior Manager - Fraud Decision Science,Gurgaon,4-9 yrs,"Customer service, Risk management, Information management, Cloud computing,...",American Express Company,  Not disclosed ,,59 days ago
Sr. Software Development Engineer,Hyderabad,1-6 yrs,"Data structures, Computer science, Machine learning, Operations...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,1 day ago
Data Analyst R SAS,Hyderabad,3-6 yrs,"Statistics, Engineering Manager, Data analysis, SQL, SAS, Windows, Linux...",DEFTeam Solutions Pvt.Ltd,  Not disclosed ,,59 days ago
"Innovation Manager, GDD",Hyderabad,4-6 yrs,"SQL, SAS, Data management, Machine learning, Pharma, Process management...",Novartis Healthcare Pvt. Ltd.,  Not disclosed ,,59 days ago
Search Lead,Other City(s) in Punjab,3-7 yrs,"machine learning, indexing, information retrieval, , , search...",Indian Mesh Pvt. Ltd.,  Not disclosed ,,59 days ago
DATA SCIENTIST,Pune,2-7 yrs,"Stores, Tools, Data structures, Machine learning, Algorithms, Building...",Pivotchain,  Not disclosed ,,59 days ago
GMI and Reg developer,Mumbai,2-6 yrs,"SQL, RPG, iSERIES, Financial services, Machine learning, Career development...",JPMorgan Chase,  Not disclosed ,,59 days ago
Global Finance & Business Management Associate - Robotics Operate Over,Bengaluru,4-7 yrs,"Project management, Manual testing, Investment banking, Change management...",JPMorgan Chase,  Not disclosed ,,59 days ago
Data Scientist OR Machine Learning,Not specified,2-7 yrs,"Machine learning, C++, Image processing, Python, Algorithms, BASIC, C...",Sony India Software Centre Pvt Ltd,  Not disclosed ,,59 days ago
Mobile Apps Developer,Not specified,1-5 yrs,"Android, Packaging, Machine learning, Stores, Application, SIDE, IOS...",Kemutech India Pvt Ltd,  Not disclosed ,,59 days ago
Senior Software Engineer - MySQL Full Stack Developer - Gurgaon,Gurgaon,5-10 yrs,"MySQL, Production support, Application development, Open source...",WellMed Medical Management,  Not disclosed ,,59 days ago
Machine Learning Engineer,"Bengaluru, Noida",5-10 yrs,"Python, Data structures, Computer science, Machine learning, Analytical...",Paytm,  Not disclosed ,,59 days ago
Data Scientist,Bengaluru,2-5 yrs,"Product engineering, Perl, SQL, Python, Analytics, Computer science...",Goibibo,  Not disclosed ,,59 days ago
Sr Software Engineer (R1015186),Thane,3-8 yrs,"Software, Senior Design Engineer, Automation, Python, Workflow, Algorithms,...",IQVIA,  Not disclosed ,,59 days ago
Security Analyst,Bengaluru,3-7 yrs,"Tuning, Machine learning, Penetration testing, Security services, Silicon...",Admin-Ahead Server Technologies,  Not disclosed ,,59 days ago
Security Analyst,Bengaluru,3-7 yrs,"Tuning, Machine learning, Penetration testing, Security services, Silicon...",instartlogic,  Not disclosed ,,59 days ago
Engineering Manager,Bengaluru,3-6 yrs,"Agile, Coding, Analytics, Monitoring, Team management, Computer science...",Zendrive Inc,  Not disclosed ,,59 days ago
Data Scientist - Graph,Pune,2-5 yrs,"Supply chain, Analytical, Business operations, Data mining...",Aera Technology,  Not disclosed ,,59 days ago
Software Engineer,Noida,3-6 yrs,"development, windows, algorithms, mpeg, audio, machine learning, tracking...",Interra Systems,  Not disclosed ,,59 days ago
Data Scientist,Bengaluru,5-8 yrs,"Machine learning, Data analytics, Automation, Python, Open source...",Conduent,  Not disclosed ,,31 days ago
Senior MDM Consultant - Professional Services,Bengaluru,5-8 yrs,"SQL, XML, Presales, Consulting, Financial services, Machine learning...",Talend,  Not disclosed ,,31 days ago
Technical Specialist - C Developer,Bengaluru,5-8 yrs,"C, CAD, Simulation, Finite element analysis, Linux, Python, Windows...",Altair Engineering,  Not disclosed ,,31 days ago
Sr. Software Engineer- Connector,Bengaluru,6-10 yrs,"Simulation, PLM, Computer science, Machine learning, Licensing...",Altair Engineering,  Not disclosed ,,31 days ago
Senior Software Engineer - C Aero Unity Development,Bengaluru,6-10 yrs,"C, Python, Data structures, Automotive, Simulation, Machine learning...",Altair Engineering,  Not disclosed ,,31 days ago
DATA SCIENTIST / Machine Learning Engineer,Mumbai,3-5 yrs,"Machine learning, Procurement, Pharma, Food processing, Strategic sourcing,...",Zycus Infotech Pvt Ltd,  Not disclosed ,,31 days ago
"Lead Strategist, Ads Data Insights, Trust and Safety",Hyderabad,5-8 yrs,"Customer service, Automation, Publishing, Data mining, Business analysis...",Google India Private Limited,  Not disclosed ,,31 days ago
Data Engineer,Bengaluru,2-3 yrs,"Javascript, HTML, Python, Web development, Data analysis, Data mining...",Milaap Social Ventures India Pvt. Ltd.,  Not disclosed ,,31 days ago
Specialized Analytics Manager,Bengaluru,4-8 yrs,"Financial services, SEO, Analytical, Forecasting, PPC, Simulation, Customer...",Citibank  N.A,  Not disclosed ,,31 days ago
Specialized Analytics Manager,Bengaluru,8-10 yrs,"Financial services, Client management, Analytical, Resourcing...",Citibank  N.A,  Not disclosed ,,31 days ago
Rapyuta Robotics: Senior Robotics Software Engineer,Bengaluru,5-7 yrs,"C, Machine Learning, Computer Vision, Python, Data Structures, Algorithms...",Rapyuta Robotics,  Not disclosed ,,59 days ago
Rapyuta Robotics: Robotics Software Engineer,Bengaluru,3-5 yrs,"C, Machine Learning, Computer Vision, Python, Data Structures, Algorithms...",Rapyuta Robotics,  Not disclosed ,,59 days ago
Software Development Engineer,Bengaluru,2-5 yrs,"Python, Data structures, Agile, Coding, Unit testing, Data mining...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,33 days ago
Data Scientist,Hyderabad,3-6 yrs,"SQL, Python, SAS, Business intelligence, Workflow, Analytics...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,59 days ago
Software Development Engineer-TRMS,Bengaluru,4-8 yrs,"Data structures, Risk management, Computer science, Machine learning...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,33 days ago
Infrastructure Business Technology Officer,Bengaluru,2-5 yrs,"Linux, Windows, Application development, SDLC, Investment banking...",Morgan Stanley Advantage Services Pvt. Ltd.,  Not disclosed ,,59 days ago
Software Engineering Architect,Pune,3-6 yrs,"Architect, Consulting, Product management, Sales operations, microsoft, Web...",ZS Associates {India} Pvt Ltd,  Not disclosed ,,59 days ago
ENGINEERING INTERN,Bengaluru,0-1 yrs,"Engineering Intern, Internship, Image processing, Machine learning, Sensors...",Farmizen,  Not disclosed ,,59 days ago
Data Scientist,Bengaluru,4-6 yrs,"Time, Tools, Data mining, Open source, SQL, Web analytics, Computer science...",RANG INFOSOFT PVT. LTD.,  Not disclosed ,,59 days ago
Data Analyst,Bengaluru,2-5 yrs,"Tools, Visa, Data mining, h1b, Open source, SQL, Web analytics...",RANG INFOSOFT PVT. LTD.,  Not disclosed ,,59 days ago
Software Engineer (SaaS Backend),Bengaluru,1-5 yrs,"Backend, SAAS, Linux, Data modeling, Data analysis, Computer science...",ZeroStack Inc.,  Not disclosed ,,59 days ago
Data Scientist Machine Learning,Bengaluru,2-5 yrs,"Machine learning, Usage",NeenOpal Intelligent Solutions Pvt. Ltd.,  Not disclosed ,,59 days ago
Software Development Engineer 3,Bengaluru,3-5 yrs,"Coding, Service, Adobe, System design, Distribution system, Load balancing,...",Boomerang Commerce,  Not disclosed ,,59 days ago
Software Engineer - (Cognitive Computing),Pune,1-3 yrs,"Data structures, Algorithms, Computer science, Machine learning, Email, PDF...",S.S.UserWorks Technologies Pvt. Ltd.,  Not disclosed ,,59 days ago
"Founder, Slideshare",Delhi,2-5 yrs,"Consulting, Internship, Machine learning, Business Executive...","SquadRun, Inc",  Not disclosed ,,59 days ago
Data Scientist / Machine learning Expert Bidgely,"Hyderabad, Bengaluru",8-13 yrs,"Machine learning, C++, Ideas, MATLAB, Analytical, Tools...",Bidgely Technologies Private Limited,  Not disclosed ,,59 days ago
Search Lead,punjab,3-7 yrs,"machine learning, indexing, information retrieval, fundamentals...",Indian Mesh Pvt. Ltd.,  Not disclosed ,,59 days ago
Site Reliability Engineering - EngineerII,india,2-5 yrs,"FICO, Machine learning, Anti money laundering, Artificial Intelligence, big...",FICO,  Not disclosed ,,32 days ago
Software Engineering - Vice President,Bengaluru,5-8 yrs,"Production support, Coding, Analytics, Financial services...",JPMorgan Chase,  Not disclosed ,,32 days ago
Server Engineer - AI / ML,Delhi,4-6 yrs,"Automation, Python, Data structures, Coding, Computer science...",Hike Ltd,  Not disclosed ,,32 days ago
Product Support - Engineer I,india,2-5 yrs,"Product management, FICO, Technical support, Machine learning...",FICO,  Not disclosed ,,32 days ago
Process Lead | Vmoksha,Bengaluru,7-12 yrs,"BPO, Customer service, HR, Process improvement, Capacity planning...",Vmoksha Technologies Pvt Ltd,  Not disclosed ,,32 days ago
Software QA Engineer,Bengaluru,2-5 yrs,"SQL, Linux, Python, Test cases, Simulation, Machine learning, Test strategy...",Altair Engineering,  Not disclosed ,,32 days ago
"DevOps Engineer - India , US & UK - Simility",Hyderabad,3-5 yrs,"Linux, Python, Performance testing, Agile, Machine learning, GIT, Ubuntu...",Simility,  Not disclosed ,,32 days ago
Cyber Security Application Assessment Engineer,Bengaluru,1-4 yrs,"Javascript, Automation, Python, Analytics, Application security...",Novell India Pvt. Ltd.,  Not disclosed ,,59 days ago
UI / UX Developer,Bengaluru,2-7 yrs,"MySQL, jQuery, Photoshop, Coding, Healthcare, CSS3, Front end...",Artificial Learning Systems,  Not disclosed ,,59 days ago
Quality Assurance Manager,Bengaluru,3-5 yrs,"Product engineering, Medical devices, Healthcare, Computer science, Machine...",Artificial Learning Systems,  Not disclosed ,,59 days ago
Senior Programmer for Product Development,Bhubaneshwar,2-7 yrs,"Application development, Data mining, Machine learning, NoSQL, cassandra...",Batoi Systems Pvt Ltd,  Not disclosed ,,59 days ago
Data Scientist (Machine Learning),Faizabad,2-4 yrs,"SQL, MySQL, Python, Information technology, Data mining, Computer science...",ESCON INFO SYSTEMS,  Not disclosed ,,59 days ago
BUSINESS DEVELOPMENT TEAM LEAD,Bengaluru,3-8 yrs,"Customer retention, Telesales, Recruitment, Analytical, Malayalam...",Signal2Noise,  Not disclosed ,,59 days ago
"Staff Engineer, Distributed Systems",Pune,2-7 yrs,"C++, Analytical, Networking, Analytics, Computer science, Machine learning,...",FogHorn,  Not disclosed ,,59 days ago
Software Engineer -  Machine Learning,Mumbai,5-10 yrs,"pyth, sh, machine learning algorithms, systems, end, field",quora,  Not disclosed ,,59 days ago
Software Engineer - Machine Learning,Mumbai,3-8 yrs,"Machine learning, Software, Automation, Tools, Business intelligence...",Affinity Global Inc,  Not disclosed ,,59 days ago
Data Scientist,Bengaluru,4-9 yrs,"Windows, Android, Open source, Algorithms, Machine learning, NoSQL...",MoEngage Inc.,  Not disclosed ,,59 days ago
Data Scientist/Machine Learning Engineer,Pune,2-5 yrs,"Wireless, Data mining, Information retrieval, Open source, Computer science...",SnappyData,  Not disclosed ,,59 days ago
Data Engineering Consultant | LatentView Analytics,Chennai,5-10 yrs,"Analytics, Engineering Manager, Email, SQL, Computer science...",latentview,  Not disclosed ,,59 days ago
V123: Data Scientist,Not Specified,2-5 yrs,"SQL, Agile, Scrum, Data analysis, Machine learning, Diagnostics...",QSSOT PVT LTD,  Not disclosed ,,59 days ago
Senior Software Engineer - Graphics,Bengaluru,4-6 yrs,"Javascript, Android, Graphics, SDK, Opengl, Computer science...",whodat,  Not disclosed ,,59 days ago
"Senior Project Manager JAVA , Cloud",Bengaluru,12-15 yrs,"Core Java, Open source, Agile, Analytics, Machine learning...",Fidelity Investments,  Not disclosed ,,59 days ago
"Senior Consultant , Insurance Analytics","Gurgaon, haryana",2-6 yrs,"Senior Executive, SQL, Project management, Python, Computer science...",Fractal Analytics Ltd,  Not disclosed ,,59 days ago
CFD Validation Engineer,Bengaluru,2-5 yrs,"Linux, Windows, Python, Manager Quality Assurance, CAD, JIRA, Simulation...",Altair Engineering,  Not disclosed ,,59 days ago
Manager,Hyderabad,5-6 yrs,"Business Analyst, Analytical, Relationship building, Digital marketing...",Google India Private Limited,  Not disclosed ,,59 days ago
Principal Software Engineer,Bengaluru,8-12 yrs,"Networking, Automation, Python, Data structures, Physical design, Coding...",Cadence Design Systems India Pvt.Ltd.,  Not disclosed ,,59 days ago
Enterprise Account Executive,Salt Lake City Metro,7-10 yrs,"Product management, Operations, Machine learning, Data analytics...",Sumo Logic,  Not disclosed ,,59 days ago
Data Scientist,Bengaluru,2-5 yrs,"Product engineering, Perl, SQL, Python, Analytics, Computer science...",ibibo Group Private Limited,  Not disclosed ,,59 days ago
Senior Data Scientist - Global Operations and Analytics Centre,Bengaluru,5-7 yrs,"Manager Quality Assurance, Analytical, Python, Data management...",DNV GL,  Not disclosed ,,59 days ago
Android Technical Lead,Bengaluru,2-5 yrs,"Android, Debugging, Product management, Unit testing, Computer science...",Replicon Software (India) Pvt Ltd,  Not disclosed ,,59 days ago
Software Development Engineer - Appstore,Chennai,8-10 yrs,"Perl, Android, SOA, Automation, Data structures, Coding, Data analysis...",Amazon India Software Dev Centre Pvt Ltd,  Not disclosed ,,35 days ago
Data Scientist,Bengaluru,2-7 yrs,"C++, SQL, MySQL, Python, SAS, MATLAB, Data mining, Machine learning...",CropIn Technology Solutions Pvt. Ltd.,  Not disclosed ,,59 days ago
Big Data Developer,Bengaluru,3-8 yrs,"Struts, Windows, Data mining, Computer science, Machine learning, HBase...",ITECH Solutions,  Not disclosed ,,35 days ago
Data Analyst/ Data Scientist,Vadodara,2-7 yrs,"Data Analyst, Business intelligence, SPSS, SQL, Machine learning, English...",Yogin Technologies,  Not disclosed ,,59 days ago
Student Intern,Bengaluru,0-1 yrs,"Simulation, Machine learning, software licensing, Student Intern...",Altair Engineering,  Not disclosed ,,59 days ago
Data Analyst,Not Specified,1-3 yrs,"SQL, Analytics, Computer science, Machine learning, Tools, Pentaho...",HealthKart.com,  Not disclosed ,,59 days ago
Tech Lead/Developer (FullStack) 5 Years of Experience Delhi,India,1-5 yrs,"Open source, Machine learning, Natural language processing, AWS...",Srijan Technologies Pvt. Ltd.,  Not disclosed ,,37 days ago
Data Scientist,Bengaluru,8-13 yrs,"C++, Javascript, MySQL, Python, Business Objects, Algorithms, Coding...",Germane Analytics Pvt Ltd,  Not disclosed ,,59 days ago
Engineer - Go,Bengaluru,2-6 yrs,"consulting, server, api, analytics, product engineering, machine learning...",Azri Solutions Pvt Ltd,  Not disclosed ,,48 days ago
Machine Learning,Chennai,0-2 yrs,"Algorithms, Software design, Machine learning, SCALA, Programming",Concern Infotech Private Limited,  Not disclosed ,,59 days ago
Data Scientist,Bengaluru,8-10 yrs,"Javascript, MySQL, Python, Business Objects, Algorithms, Coding...",Germane Analytics Pvt Ltd,  Not disclosed ,,59 days ago
Software Engineer Machine Learning,Mumbai,3-6 yrs,"Tools, Business intelligence, Data mining, SQL, Computer science...",Affinity Global Inc.,  Not disclosed ,,59 days ago
